Temporada,Rodada,Mandante,Visitante,Mandante Placar,Visitante Placar
2003,1,Guarani,Vasco,4,2
2003,1,Athletico-PR,Grêmio,2,0
2003,1,Juventude,São Paulo,2,2
2003,1,Cruzeiro,São Caetano,2,2
2003,1,Flamengo,Coritiba,1,1
2003,1,Criciúma,Fluminense,2,0
2003,1,Internacional,Ponte Preta,1,1
2003,1,Goiás,Paysandu,2,2
2003,1,Fortaleza,Bahia,0,0
2003,1,Vitória,Figueirense,1,1
2003,1,Corinthians,Atlético-MG,0,3
2003,1,Santos,Paraná,2,2
2003,2,Atlético-MG,Santos,0,0
2003,2,Coritiba,Internacional,0,1
2003,2,Fluminense,Fortaleza,1,1
2003,2,Grêmio,Guarani,3,1
2003,2,Bahia,Flamengo,1,2
2003,2,Figueirense,Corinthians,3,3
2003,2,Paysandu,Vitória,1,2
2003,2,Ponte Preta,Juventude,1,0
2003,2,São Caetano,Criciúma,3,2
2003,2,Paraná,Athletico-PR,3,0
2003,2,Vasco,Goiás,6,4
2003,2,São Paulo,Cruzeiro,2,4
2003,3,Internacional,Bahia,2,0
2003,3,Athletico-PR,Atlético-MG,1,2
2003,3,Santos,Figueirense,2,0
2003,3,Corinthians,Paysandu,6,1
2003,3,Vitória,Vasco,2,1
2003,3,Criciúma,São Paulo,1,1
2003,3,Fortaleza,São Caetano,1,1
2003,3,Juventude,Coritiba,2,1
2003,3,Guarani,Paraná,2,0
2003,3,Goiás,Grêmio,1,1
2003,3,Cruzeiro,Ponte Preta,3,0
2003,3,Flamengo,Fluminense,4,1
2003,4,Paysandu,Santos,2,1
2003,4,Bahia,Juventude,3,1
2003,4,Grêmio,Vitória,2,1
2003,4,Atlético-MG,Guarani,3,2
2003,4,Figueirense,Athletico-PR,1,1
2003,4,Ponte Preta,Criciúma,1,1
2003,4,Coritiba,Cruzeiro,3,4
2003,4,São Caetano,Flamengo,1,1
2003,4,Vasco,Corinthians,2,2
2003,4,Fluminense,Internacional,3,1
2003,4,Paraná,Goiás,3,1
2003,4,São Paulo,Fortaleza,3,1
2003,5,São Caetano,Grêmio,1,1
2003,5,Bahia,Atlético-MG,2,4
2003,5,Flamengo,Santos,0,2
2003,5,São Paulo,Vasco,3,1
2003,5,Internacional,Corinthians,2,1
2003,5,Ponte Preta,Paysandu,4,4
2003,5,Fortaleza,Athletico-PR,1,0
2003,5,Juventude,Vitória,1,1
2003,5,Criciúma,Guarani,1,0
2003,5,Fluminense,Paraná,0,0
2003,5,Cruzeiro,Goiás,4,1
2003,5,Coritiba,Figueirense,1,0
2003,6,Paraná,Bahia,3,1
2003,6,Atlético-MG,Coritiba,1,2
2003,6,Vitória,Internacional,0,3
2003,6,Guarani,Cruzeiro,1,1
2003,6,Grêmio,Fluminense,0,1
2003,6,Corinthians,Flamengo,1,1
2003,6,Goiás,Juventude,7,0
2003,6,Santos,Fortaleza,4,0
2003,6,Athletico-PR,Criciúma,5,2
2003,6,Figueirense,Ponte Preta,0,0
2003,6,Vasco,São Caetano,1,0
2003,6,Paysandu,São Paulo,5,2
2003,7,Bahia,Grêmio,2,1
2003,7,Flamengo,Vitória,2,1
2003,7,Cruzeiro,Athletico-PR,5,2
2003,7,Fortaleza,Corinthians,1,2
2003,7,São Paulo,Figueirense,3,2
2003,7,São Caetano,Paysandu,2,0
2003,7,Internacional,Goiás,2,1
2003,7,Ponte Preta,Atlético-MG,2,1
2003,7,Juventude,Guarani,1,1
2003,7,Coritiba,Paraná,2,1
2003,7,Fluminense,Vasco,0,0
2003,7,Criciúma,Santos,1,3
2003,8,Goiás,Flamengo,1,1
2003,8,Santos,Cruzeiro,0,2
2003,8,Paraná,Ponte Preta,3,2
2003,8,Corinthians,Criciúma,3,0
2003,8,Vasco,Bahia,1,1
2003,8,Paysandu,Fluminense,2,2
2003,8,Atlético-MG,São Paulo,2,2
2003,8,Vitória,Fortaleza,2,1
2003,8,Guarani,Internacional,3,0
2003,8,Athletico-PR,Juventude,2,0
2003,8,Figueirense,São Caetano,3,0
2003,8,Grêmio,Coritiba,1,0
2003,9,Fluminense,Figueirense,3,0
2003,9,São Caetano,Atlético-MG,2,0
2003,9,Juventude,Santos,1,1
2003,9,Bahia,Paysandu,2,0
2003,9,Coritiba,Vasco,1,1
2003,9,Fortaleza,Goiás,1,0
2003,9,Cruzeiro,Corinthians,1,1
2003,9,Ponte Preta,Grêmio,2,1
2003,9,Criciúma,Vitória,1,1
2003,9,Internacional,Athletico-PR,1,1
2003,9,São Paulo,Paraná,2,0
2003,9,Flamengo,Guarani,1,1
2003,10,Paraná,São Caetano,1,1
2003,10,Atlético-MG,Fluminense,3,0
2003,10,Corinthians,Juventude,3,0
2003,10,Vasco,Ponte Preta,1,0
2003,10,Athletico-PR,Flamengo,4,1
2003,10,Paysandu,Coritiba,1,3
2003,10,Goiás,Criciúma,0,2
2003,10,Grêmio,São Paulo,1,2
2003,10,Guarani,Fortaleza,2,1
2003,10,Figueirense,Bahia,1,0
2003,10,Vitória,Cruzeiro,2,1
2003,10,Santos,Internacional,2,1
2003,11,Fluminense,Athletico-PR,2,1
2003,11,Cruzeiro,Criciúma,2,0
2003,11,Coritiba,Guarani,3,2
2003,11,Ponte Preta,São Caetano,0,0
2003,11,Internacional,Paysandu,2,1
2003,11,Paraná,Flamengo,6,2
2003,11,Bahia,Goiás,2,1
2003,11,Santos,São Paulo,3,2
2003,11,Fortaleza,Juventude,3,1
2003,11,Figueirense,Grêmio,2,1
2003,11,Corinthians,Vitória,4,0
2003,11,Vasco,Atlético-MG,2,2
2003,12,Vitória,Fluminense,2,1
2003,12,Guarani,Santos,1,2
2003,12,Grêmio,Fortaleza,3,1
2003,12,Atlético-MG,Figueirense,1,1
2003,12,Juventude,Vasco,0,0
2003,12,Goiás,Coritiba,1,2
2003,12,São Caetano,Corinthians,1,0
2003,12,Paysandu,Paraná,3,0
2003,12,Athletico-PR,Ponte Preta,4,2
2003,12,Criciúma,Internacional,1,0
2003,12,São Paulo,Bahia,2,2
2003,12,Flamengo,Cruzeiro,3,0
2003,13,Fluminense,Goiás,2,3
2003,13,Ponte Preta,Guarani,0,2
2003,13,Coritiba,Athletico-PR,2,0
2003,13,Corinthians,São Paulo,1,2
2003,13,Fortaleza,Paysandu,1,2
2003,13,Paraná,Juventude,1,2
2003,13,Grêmio,Internacional,0,0
2003,13,Santos,São Caetano,0,1
2003,13,Criciúma,Figueirense,1,0
2003,13,Bahia,Vitória,2,1
2003,13,Cruzeiro,Atlético-MG,0,0
2003,13,Vasco,Flamengo,1,2
2003,14,Bahia,Coritiba,2,2
2003,14,Vasco,Criciúma,2,0
2003,14,Atlético-MG,Grêmio,3,2
2003,14,Internacional,Paraná,2,1
2003,14,São Paulo,Goiás,1,0
2003,14,Paysandu,Flamengo,2,2
2003,14,Ponte Preta,Corinthians,3,3
2003,14,Figueirense,Fortaleza,2,2
2003,14,São Caetano,Vitória,2,1
2003,14,Juventude,Cruzeiro,0,1
2003,14,Fluminense,Guarani,5,2
2003,14,Athletico-PR,Santos,0,2
2003,15,Fortaleza,Vasco,0,1
2003,15,Coritiba,São Caetano,2,0
2003,15,Grêmio,Juventude,1,4
2003,15,Santos,Bahia,4,0
2003,15,Flamengo,Figueirense,0,2
2003,15,Corinthians,Fluminense,1,0
2003,15,Guarani,São Paulo,0,1
2003,15,Criciúma,Paysandu,2,0
2003,15,Vitória,Athletico-PR,1,0
2003,15,Paraná,Atlético-MG,1,1
2003,15,Cruzeiro,Internacional,3,2
2003,15,Goiás,Ponte Preta,0,0
2003,16,Vasco,Paraná,1,4
2003,16,São Paulo,São Caetano,1,1
2003,16,Figueirense,Cruzeiro,1,0
2003,16,Atlético-MG,Paysandu,3,2
2003,16,Grêmio,Flamengo,2,0
2003,16,Juventude,Internacional,1,1
2003,16,Guarani,Goiás,3,2
2003,16,Athletico-PR,Corinthians,3,1
2003,16,Fortaleza,Criciúma,0,1
2003,16,Vitória,Ponte Preta,1,4
2003,16,Santos,Coritiba,3,1
2003,16,Fluminense,Bahia,1,0
2003,17,Corinthians,Santos,1,1
2003,17,São Caetano,Athletico-PR,0,0
2003,17,Cruzeiro,Fortaleza,2,0
2003,17,Bahia,Guarani,2,0
2003,17,Flamengo,Juventude,2,1
2003,17,Goiás,Vitória,1,1
2003,17,Paysandu,Figueirense,1,0
2003,17,Internacional,Vasco,2,1
2003,17,Coritiba,São Paulo,0,2
2003,17,Paraná,Grêmio,3,1
2003,17,Ponte Preta,Fluminense,3,0
2003,17,Criciúma,Atlético-MG,1,0
2003,18,Athletico-PR,Goiás,0,0
2003,18,Fortaleza,Internacional,3,0
2003,18,Vasco,Paysandu,0,2
2003,18,Atlético-MG,Flamengo,1,0
2003,18,Ponte Preta,Bahia,1,0
2003,18,Corinthians,Coritiba,0,1
2003,18,Criciúma,Juventude,3,0
2003,18,Figueirense,Paraná,4,2
2003,18,São Caetano,Guarani,0,2
2003,18,Fluminense,São Paulo,1,3
2003,18,Vitória,Santos,2,0
2003,18,Grêmio,Cruzeiro,0,1
2003,19,Flamengo,Fortaleza,0,2
2003,19,Bahia,São Caetano,0,0
2003,19,Guarani,Vitória,2,2
2003,19,Internacional,Atlético-MG,3,3
2003,19,Juventude,Figueirense,1,2
2003,19,Coritiba,Fluminense,3,0
2003,19,Santos,Ponte Preta,2,1
2003,19,Cruzeiro,Vasco,4,1
2003,19,Goiás,Corinthians,1,1
2003,19,Paysandu,Grêmio,1,1
2003,19,São Paulo,Athletico-PR,2,0
2003,19,Paraná,Criciúma,2,1
2003,20,Corinthians,Guarani,1,0
2003,20,Fluminense,Santos,1,4
2003,20,Fortaleza,Atlético-MG,4,3
2003,20,Internacional,Figueirense,3,0
2003,20,Athletico-PR,Bahia,2,1
2003,20,Ponte Preta,Coritiba,1,1
2003,20,Juventude,Paysandu,2,0
2003,20,Criciúma,Flamengo,4,3
2003,20,Goiás,São Caetano,2,1
2003,20,Vitória,São Paulo,0,2
2003,20,Cruzeiro,Paraná,5,1
2003,20,Vasco,Grêmio,2,0
2003,21,Atlético-MG,Juventude,2,1
2003,21,Guarani,Athletico-PR,1,0
2003,21,Paraná,Fortaleza,4,1
2003,21,Paysandu,Cruzeiro,3,0
2003,21,Figueirense,Vasco,0,0
2003,21,Santos,Goiás,3,3
2003,21,Bahia,Corinthians,0,0
2003,21,Coritiba,Vitória,1,1
2003,21,Flamengo,Internacional,2,1
2003,21,Grêmio,Criciúma,0,2
2003,21,São Caetano,Fluminense,2,0
2003,21,São Paulo,Ponte Preta,1,2
2003,22,Santos,Vasco,2,1
2003,22,Goiás,Atlético-MG,1,1
2003,22,Athletico-PR,Paysandu,1,1
2003,22,Fortaleza,Ponte Preta,2,3
2003,22,Vitória,Paraná,0,3
2003,22,Criciúma,Coritiba,2,3
2003,22,Guarani,Figueirense,3,0
2003,22,Flamengo,São Paulo,1,1
2003,22,Juventude,Fluminense,2,1
2003,22,Corinthians,Grêmio,1,0
2003,22,Cruzeiro,Bahia,5,2
2003,22,Internacional,São Caetano,0,0
2003,23,Fluminense,Cruzeiro,2,2
2003,23,Grêmio,Santos,2,0
2003,23,São Caetano,Juventude,1,1
2003,23,São Paulo,Internacional,0,2
2003,23,Figueirense,Goiás,0,1
2003,23,Paraná,Corinthians,1,1
2003,23,Paysandu,Guarani,6,1
2003,23,Coritiba,Fortaleza,1,1
2003,23,Bahia,Criciúma,2,2
2003,23,Ponte Preta,Flamengo,1,1
2003,23,Vasco,Athletico-PR,2,1
2003,23,Atlético-MG,Vitória,1,0
2003,24,Vitória,Paysandu,1,1
2003,24,Athletico-PR,Paraná,1,0
2003,24,Criciúma,São Caetano,0,1
2003,24,Fortaleza,Fluminense,3,1
2003,24,Juventude,Ponte Preta,0,0
2003,24,Goiás,Vasco,3,1
2003,24,Cruzeiro,São Paulo,1,1
2003,24,Santos,Atlético-MG,3,3
2003,24,Internacional,Coritiba,1,0
2003,24,Flamengo,Bahia,6,0
2003,24,Corinthians,Figueirense,0,1
2003,24,Guarani,Grêmio,2,0
2003,25,Fluminense,Criciúma,1,1
2003,25,São Caetano,Cruzeiro,2,0
2003,25,Paraná,Santos,1,2
2003,25,São Paulo,Juventude,3,1
2003,25,Paysandu,Goiás,2,2
2003,25,Ponte Preta,Internacional,1,4
2003,25,Coritiba,Flamengo,5,0
2003,25,Atlético-MG,Corinthians,2,3
2003,25,Bahia,Fortaleza,1,0
2003,25,Figueirense,Vitória,1,2
2003,25,Grêmio,Athletico-PR,1,1
2003,25,Vasco,Guarani,0,0
2003,26,Vasco,Vitória,1,0
2003,26,Bahia,Internacional,1,3
2003,26,Figueirense,Santos,1,0
2003,26,Coritiba,Juventude,1,0
2003,26,Atlético-MG,Athletico-PR,1,2
2003,26,São Paulo,Criciúma,0,0
2003,26,Paysandu,Corinthians,2,2
2003,26,São Caetano,Fortaleza,3,0
2003,26,Ponte Preta,Cruzeiro,1,3
2003,26,Paraná,Guarani,0,0
2003,26,Grêmio,Goiás,0,1
2003,26,Fluminense,Flamengo,0,1
2003,27,Flamengo,São Caetano,1,0
2003,27,Goiás,Paraná,1,0
2003,27,Juventude,Bahia,1,0
2003,27,Cruzeiro,Coritiba,2,2
2003,27,Athletico-PR,Figueirense,1,2
2003,27,Vitória,Grêmio,4,1
2003,27,Santos,Paysandu,2,0
2003,27,Corinthians,Vasco,0,0
2003,27,Fortaleza,São Paulo,0,2
2003,27,Internacional,Fluminense,0,1
2003,27,Criciúma,Ponte Preta,3,0
2003,27,Guarani,Atlético-MG,2,2
2003,28,Santos,Flamengo,2,1
2003,28,Athletico-PR,Fortaleza,3,1
2003,28,Goiás,Cruzeiro,1,0
2003,28,Grêmio,São Caetano,0,0
2003,28,Vasco,São Paulo,3,2
2003,28,Paysandu,Ponte Preta,3,2
2003,28,Paraná,Fluminense,2,0
2003,28,Vitória,Juventude,3,0
2003,28,Figueirense,Coritiba,1,2
2003,28,Guarani,Criciúma,1,0
2003,28,Corinthians,Internacional,3,1
2003,28,Atlético-MG,Bahia,1,0
2003,29,Fluminense,Grêmio,2,0
2003,29,Fortaleza,Santos,0,0
2003,29,Internacional,Vitória,0,1
2003,29,Cruzeiro,Guarani,4,1
2003,29,São Paulo,Paysandu,1,0
2003,29,São Caetano,Vasco,1,0
2003,29,Juventude,Goiás,0,2
2003,29,Flamengo,Corinthians,1,0
2003,29,Bahia,Paraná,4,2
2003,29,Ponte Preta,Figueirense,1,1
2003,29,Coritiba,Atlético-MG,2,2
2003,29,Criciúma,Athletico-PR,2,0
2003,30,Santos,Criciúma,5,2
2003,30,Athletico-PR,Cruzeiro,1,4
2003,30,Corinthians,Fortaleza,2,0
2003,30,Grêmio,Bahia,1,1
2003,30,Vitória,Flamengo,1,0
2003,30,Goiás,Internacional,3,1
2003,30,Figueirense,São Paulo,2,2
2003,30,Paysandu,São Caetano,1,0
2003,30,Guarani,Juventude,2,0
2003,30,Paraná,Coritiba,2,3
2003,30,Vasco,Fluminense,1,0
2003,30,Atlético-MG,Ponte Preta,2,0
2003,31,Cruzeiro,Santos,3,0
2003,31,Coritiba,Grêmio,1,0
2003,31,Ponte Preta,Paraná,4,0
2003,31,Fluminense,Paysandu,1,1
2003,31,Internacional,Guarani,2,0
2003,31,Bahia,Vasco,3,0
2003,31,Criciúma,Corinthians,1,0
2003,31,Fortaleza,Vitória,1,0
2003,31,Juventude,Athletico-PR,4,0
2003,31,São Caetano,Figueirense,0,2
2003,31,São Paulo,Atlético-MG,2,2
2003,31,Flamengo,Goiás,1,1
2003,32,Athletico-PR,Internacional,2,1
2003,32,Goiás,Fortaleza,0,1
2003,32,Grêmio,Ponte Preta,2,2
2003,32,Vitória,Criciúma,1,1
2003,32,Paysandu,Bahia,4,0
2003,32,Guarani,Flamengo,5,3
2003,32,Corinthians,Cruzeiro,0,1
2003,32,Paraná,São Paulo,4,2
2003,32,Santos,Juventude,1,1
2003,32,Vasco,Coritiba,2,1
2003,32,Figueirense,Fluminense,2,2
2003,32,Atlético-MG,São Caetano,3,1
2003,33,Internacional,Santos,1,0
2003,33,São Paulo,Grêmio,3,1
2003,33,Flamengo,Athletico-PR,2,1
2003,33,Fortaleza,Guarani,3,0
2003,33,Criciúma,Goiás,1,0
2003,33,Bahia,Figueirense,1,1
2003,33,Cruzeiro,Vitória,1,0
2003,33,São Caetano,Paraná,2,0
2003,33,Juventude,Corinthians,6,1
2003,33,Ponte Preta,Vasco,2,2
2003,33,Fluminense,Atlético-MG,0,1
2003,33,Coritiba,Paysandu,1,0
2003,34,Athletico-PR,Fluminense,0,0
2003,34,Paysandu,Internacional,0,0
2003,34,São Caetano,Ponte Preta,1,0
2003,34,Grêmio,Figueirense,3,1
2003,34,São Paulo,Santos,1,2
2003,34,Vitória,Corinthians,1,2
2003,34,Goiás,Bahia,3,1
2003,34,Atlético-MG,Vasco,2,1
2003,34,Juventude,Fortaleza,2,2
2003,34,Guarani,Coritiba,2,1
2003,34,Flamengo,Paraná,0,3
2003,34,Criciúma,Cruzeiro,1,3
2003,35,Vasco,Juventude,1,1
2003,35,Fortaleza,Grêmio,2,2
2003,35,Corinthians,São Caetano,0,3
2003,35,Coritiba,Goiás,1,0
2003,35,Ponte Preta,Athletico-PR,2,2
2003,35,Bahia,São Paulo,3,0
2003,35,Santos,Guarani,1,1
2003,35,Cruzeiro,Flamengo,2,0
2003,35,Fluminense,Vitória,2,0
2003,35,Paraná,Paysandu,4,2
2003,35,Figueirense,Atlético-MG,0,1
2003,35,Internacional,Criciúma,2,0
2003,36,Athletico-PR,Coritiba,2,0
2003,36,Guarani,Ponte Preta,1,3
2003,36,São Caetano,Santos,2,2
2003,36,Vitória,Bahia,2,1
2003,36,Goiás,Fluminense,6,1
2003,36,São Paulo,Corinthians,3,0
2003,36,Atlético-MG,Cruzeiro,0,1
2003,36,Juventude,Paraná,1,1
2003,36,Figueirense,Criciúma,4,2
2003,36,Flamengo,Vasco,2,1
2003,36,Internacional,Grêmio,0,1
2003,36,Paysandu,Fortaleza,3,0
2003,37,Guarani,Fluminense,2,0
2003,37,Goiás,São Paulo,3,1
2003,37,Grêmio,Atlético-MG,2,2
2003,37,Flamengo,Paysandu,2,0
2003,37,Coritiba,Bahia,3,2
2003,37,Paraná,Internacional,4,0
2003,37,Criciúma,Vasco,2,1
2003,37,Santos,Athletico-PR,3,2
2003,37,Fortaleza,Figueirense,1,1
2003,37,Vitória,São Caetano,0,0
2003,37,Corinthians,Ponte Preta,3,0
2003,37,Cruzeiro,Juventude,1,2
2003,38,São Caetano,Coritiba,2,0
2003,38,Ponte Preta,Goiás,0,2
2003,38,Athletico-PR,Vitória,1,2
2003,38,Figueirense,Flamengo,0,0
2003,38,Fluminense,Corinthians,1,0
2003,38,Bahia,Santos,4,7
2003,38,Internacional,Cruzeiro,1,0
2003,38,Atlético-MG,Paraná,2,2
2003,38,Juventude,Grêmio,1,2
2003,38,Vasco,Fortaleza,1,1
2003,38,São Paulo,Guarani,3,3
2003,38,Paysandu,Criciúma,4,0
2003,39,Bahia,Fluminense,2,2
2003,39,Coritiba,Santos,0,4
2003,39,Ponte Preta,Vitória,1,1
2003,39,Cruzeiro,Figueirense,1,0
2003,39,Goiás,Guarani,3,0
2003,39,Paraná,Vasco,3,3
2003,39,Corinthians,Athletico-PR,2,3
2003,39,São Caetano,São Paulo,0,1
2003,39,Criciúma,Fortaleza,2,2
2003,39,Paysandu,Atlético-MG,1,0
2003,39,Flamengo,Grêmio,2,1
2003,39,Internacional,Juventude,0,0
2003,40,Guarani,Bahia,3,2
2003,40,Athletico-PR,São Caetano,1,0
2003,40,Grêmio,Paraná,0,2
2003,40,Atlético-MG,Criciúma,1,1
2003,40,Fluminense,Ponte Preta,2,2
2003,40,Fortaleza,Cruzeiro,1,2
2003,40,Figueirense,Paysandu,6,0
2003,40,Santos,Corinthians,3,1
2003,40,Juventude,Flamengo,2,2
2003,40,Vitória,Goiás,3,4
2003,40,Vasco,Internacional,0,1
2003,40,São Paulo,Coritiba,1,0
2003,41,Juventude,Criciúma,3,1
2003,41,Internacional,Fortaleza,1,1
2003,41,Paraná,Figueirense,1,1
2003,41,Paysandu,Vasco,1,2
2003,41,São Paulo,Fluminense,1,0
2003,41,Coritiba,Corinthians,1,0
2003,41,Santos,Vitória,3,1
2003,41,Cruzeiro,Grêmio,3,0
2003,41,Goiás,Athletico-PR,4,1
2003,41,Guarani,São Caetano,0,1
2003,41,Bahia,Ponte Preta,1,0
2003,41,Flamengo,Atlético-MG,3,2
2003,42,Fluminense,Coritiba,3,2
2003,42,Grêmio,Paysandu,2,0
2003,42,Criciúma,Paraná,1,2
2003,42,Ponte Preta,Santos,3,4
2003,42,Fortaleza,Flamengo,4,1
2003,42,Vasco,Cruzeiro,0,1
2003,42,Athletico-PR,São Paulo,4,3
2003,42,São Caetano,Bahia,4,1
2003,42,Figueirense,Juventude,2,1
2003,42,Vitória,Guarani,0,0
2003,42,Corinthians,Goiás,2,0
2003,42,Atlético-MG,Internacional,1,2
2003,43,Atlético-MG,Fortaleza,2,0
2003,43,Figueirense,Internacional,3,2
2003,43,Coritiba,Ponte Preta,1,1
2003,43,Flamengo,Criciúma,1,0
2003,43,Grêmio,Vasco,4,3
2003,43,Santos,Fluminense,3,1
2003,43,Paraná,Cruzeiro,1,3
2003,43,São Caetano,Goiás,1,0
2003,43,Bahia,Athletico-PR,0,2
2003,43,Guarani,Corinthians,0,1
2003,43,São Paulo,Vitória,3,1
2003,43,Paysandu,Juventude,3,2
2003,44,Vasco,Figueirense,1,0
2003,44,Juventude,Atlético-MG,1,0
2003,44,Athletico-PR,Guarani,3,1
2003,44,Fluminense,São Caetano,2,1
2003,44,Internacional,Flamengo,3,1
2003,44,Cruzeiro,Paysandu,2,1
2003,44,Goiás,Santos,3,0
2003,44,Criciúma,Grêmio,0,2
2003,44,Fortaleza,Paraná,5,3
2003,44,Vitória,Coritiba,1,0
2003,44,Corinthians,Bahia,1,2
2003,44,Ponte Preta,São Paulo,1,2
2003,45,Vitória,Atlético-MG,0,1
2003,45,Goiás,Figueirense,0,3
2003,45,Athletico-PR,Vasco,2,2
2003,45,Corinthians,Paraná,1,1
2003,45,Cruzeiro,Fluminense,5,2
2003,45,Guarani,Paysandu,2,1
2003,45,Fortaleza,Coritiba,2,2
2003,45,Flamengo,Ponte Preta,1,1
2003,45,Criciúma,Bahia,3,2
2003,45,Santos,Grêmio,2,2
2003,45,Internacional,São Paulo,1,1
2003,45,Juventude,São Caetano,2,1
2003,46,Paraná,Vitória,2,0
2003,46,São Caetano,Internacional,5,0
2003,46,Coritiba,Criciúma,2,0
2003,46,Figueirense,Guarani,2,0
2003,46,Atlético-MG,Goiás,3,2
2003,46,Fluminense,Juventude,1,0
2003,46,Grêmio,Corinthians,3,0
2003,46,Paysandu,Athletico-PR,2,2
2003,46,Ponte Preta,Fortaleza,2,0
2003,46,Bahia,Cruzeiro,0,7
2003,46,São Paulo,Flamengo,1,3
2003,46,Vasco,Santos,1,1
2004,1,Botafogo,Goiás,1,4
2004,1,Figueirense,Internacional,1,0
2004,1,São Caetano,Vitória,1,0
2004,1,Cruzeiro,Juventude,2,1
2004,1,Palmeiras,Atlético-MG,0,0
2004,1,Grêmio,Flamengo,0,0
2004,1,Ponte Preta,Corinthians,3,2
2004,1,Paraná,Santos,3,2
2004,1,Coritiba,Guarani,1,0
2004,1,Vasco,Criciúma,0,1
2004,1,Paysandu,Fluminense,3,3
2004,1,São Paulo,Athletico-PR,1,0
2004,2,Flamengo,Ponte Preta,0,0
2004,2,Goiás,Cruzeiro,2,2
2004,2,Juventude,Grêmio,1,1
2004,2,Internacional,Palmeiras,1,0
2004,2,Atlético-MG,Vasco,1,1
2004,2,Fluminense,Coritiba,1,1
2004,2,Corinthians,Paysandu,2,1
2004,2,Guarani,São Caetano,1,1
2004,2,Athletico-PR,Figueirense,0,3
2004,2,Vitória,Paraná,6,1
2004,2,Criciúma,São Paulo,1,1
2004,2,Santos,Botafogo,2,0
2004,3,Botafogo,Atlético-MG,2,2
2004,3,Coritiba,Internacional,1,1
2004,3,Cruzeiro,Criciúma,2,2
2004,3,Paysandu,Athletico-PR,0,3
2004,3,Ponte Preta,Goiás,2,0
2004,3,Figueirense,Santos,2,1
2004,3,Grêmio,Corinthians,4,0
2004,3,São Paulo,Fluminense,1,0
2004,3,Paraná,Flamengo,2,1
2004,3,Vasco,Guarani,0,1
2004,3,Palmeiras,Vitória,2,2
2004,3,São Caetano,Juventude,1,0
2004,4,Criciúma,Botafogo,1,0
2004,4,Internacional,Paysandu,1,0
2004,4,Atlético-MG,Ponte Preta,1,2
2004,4,Goiás,Grêmio,4,0
2004,4,Flamengo,São Caetano,1,1
2004,4,Santos,Cruzeiro,1,3
2004,4,Fluminense,Vasco,1,0
2004,4,Corinthians,Palmeiras,0,4
2004,4,Juventude,Paraná,4,0
2004,4,Vitória,Figueirense,3,1
2004,4,Guarani,São Paulo,2,3
2004,4,Athletico-PR,Coritiba,1,1
2004,5,Guarani,Athletico-PR,0,0
2004,5,Paraná,Cruzeiro,2,0
2004,5,Santos,Juventude,2,1
2004,5,São Caetano,Criciúma,5,0
2004,5,Vasco,Grêmio,1,1
2004,5,Palmeiras,Ponte Preta,3,0
2004,5,Atlético-MG,Corinthians,2,2
2004,5,Botafogo,Paysandu,2,2
2004,5,Internacional,Fluminense,0,0
2004,5,Goiás,Figueirense,1,0
2004,5,Coritiba,São Paulo,1,2
2004,5,Vitória,Flamengo,5,1
2004,6,Athletico-PR,Santos,1,0
2004,6,Paysandu,Vasco,1,2
2004,6,Cruzeiro,Palmeiras,2,1
2004,6,Flamengo,Internacional,1,2
2004,6,Juventude,Atlético-MG,1,1
2004,6,Figueirense,São Caetano,1,0
2004,6,Criciúma,Goiás,7,2
2004,6,Ponte Preta,Coritiba,0,0
2004,6,São Paulo,Paraná,2,2
2004,6,Grêmio,Botafogo,2,2
2004,6,Fluminense,Vitória,1,0
2004,6,Corinthians,Guarani,1,0
2004,7,Botafogo,Figueirense,1,1
2004,7,Paysandu,Grêmio,1,3
2004,7,Internacional,Goiás,1,0
2004,7,Coritiba,Atlético-MG,0,1
2004,7,São Caetano,Vasco,3,2
2004,7,Santos,Palmeiras,0,4
2004,7,Flamengo,Fluminense,1,2
2004,7,Criciúma,Vitória,2,0
2004,7,Paraná,Ponte Preta,0,1
2004,7,Juventude,Guarani,2,0
2004,7,Cruzeiro,São Paulo,2,1
2004,7,Corinthians,Athletico-PR,0,5
2004,8,Fluminense,Criciúma,1,1
2004,8,Ponte Preta,Juventude,0,1
2004,8,Figueirense,Paysandu,1,1
2004,8,Palmeiras,Coritiba,2,0
2004,8,Vitória,Internacional,2,1
2004,8,São Paulo,Corinthians,1,1
2004,8,Atlético-MG,Santos,3,3
2004,8,Guarani,Paraná,1,0
2004,8,Goiás,Flamengo,2,2
2004,8,Vasco,Botafogo,4,0
2004,8,Grêmio,São Caetano,1,2
2004,8,Athletico-PR,Cruzeiro,3,1
2004,9,Fluminense,Guarani,1,1
2004,9,Paraná,Botafogo,1,1
2004,9,São Paulo,Grêmio,3,2
2004,9,Internacional,Atlético-MG,4,1
2004,9,Palmeiras,Vasco,2,2
2004,9,Goiás,Corinthians,1,1
2004,9,Coritiba,São Caetano,1,0
2004,9,Ponte Preta,Figueirense,0,2
2004,9,Cruzeiro,Paysandu,1,0
2004,9,Criciúma,Juventude,2,0
2004,9,Flamengo,Athletico-PR,3,0
2004,9,Vitória,Santos,1,2
2004,10,Athletico-PR,Vitória,1,3
2004,10,Grêmio,Coritiba,1,1
2004,10,Vasco,Paraná,0,0
2004,10,Figueirense,Cruzeiro,0,0
2004,10,Corinthians,Flamengo,1,1
2004,10,São Caetano,Palmeiras,1,1
2004,10,Paysandu,São Paulo,1,0
